date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2019-12-01,中国,CN,,,,,1,0,0,0
2019-12-01,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-01,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-02,中国,CN,,,,,1,0,0,0
2019-12-02,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-02,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-03,中国,CN,,,,,1,0,0,0
2019-12-03,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-03,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-04,中国,CN,,,,,1,0,0,0
2019-12-04,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-04,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-05,中国,CN,,,,,1,0,0,0
2019-12-05,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-05,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-06,中国,CN,,,,,1,0,0,0
2019-12-06,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-06,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-07,中国,CN,,,,,1,0,0,0
2019-12-07,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-07,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-08,中国,CN,,,,,1,0,0,0
2019-12-08,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-08,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-09,中国,CN,,,,,1,0,0,0
2019-12-09,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-09,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-10,中国,CN,,,,,1,0,0,0
2019-12-10,中国,CN,湖北省,420000,,,1,0,0,0
2019-12-10,中国,CN,湖北省,420000,武汉市,420100,1,0,0,0
2019-12-11,中国,CN,,,,,4,0,0,0
2019-12-11,中国,CN,湖北省,420000,,,4,0,0,0
2019-12-11,中国,CN,湖北省,420000,武汉市,420100,4,0,0,0
2019-12-12,中国,CN,,,,,4,0,0,0
2019-12-12,中国,CN,湖北省,420000,,,4,0,0,0
2019-12-12,中国,CN,湖北省,420000,武汉市,420100,4,0,0,0
2019-12-13,中国,CN,,,,,4,0,0,0
2019-12-13,中国,CN,湖北省,420000,,,4,0,0,0
2019-12-13,中国,CN,湖北省,420000,武汉市,420100,4,0,0,0
2019-12-14,中国,CN,,,,,4,0,0,0
2019-12-14,中国,CN,湖北省,420000,,,4,0,0,0
2019-12-14,中国,CN,湖北省,420000,武汉市,420100,4,0,0,0
2019-12-15,中国,CN,,,,,6,0,0,0
2019-12-15,中国,CN,湖北省,420000,,,6,0,0,0
2019-12-15,中国,CN,湖北省,420000,武汉市,420100,6,0,0,0
2019-12-16,中国,CN,,,,,6,0,0,0
2019-12-16,中国,CN,湖北省,420000,,,6,0,0,0
2019-12-16,中国,CN,湖北省,420000,武汉市,420100,6,0,0,0
2019-12-17,中国,CN,,,,,7,0,0,0
2019-12-17,中国,CN,湖北省,420000,,,7,0,0,0
2019-12-17,中国,CN,湖北省,420000,武汉市,420100,7,0,0,0
2019-12-18,中国,CN,,,,,8,0,0,0
2019-12-18,中国,CN,湖北省,420000,,,8,0,0,0
2019-12-18,中国,CN,湖北省,420000,武汉市,420100,8,0,0,0
2019-12-19,中国,CN,,,,,9,0,0,0
2019-12-19,中国,CN,湖北省,420000,,,9,0,0,0
2019-12-19,中国,CN,湖北省,420000,武汉市,420100,9,0,0,0
2019-12-20,中国,CN,,,,,14,0,0,0
2019-12-20,中国,CN,湖北省,420000,,,14,0,0,0
2019-12-20,中国,CN,湖北省,420000,武汉市,420100,14,0,0,0
2019-12-21,中国,CN,,,,,18,0,0,0
2019-12-21,中国,CN,湖北省,420000,,,18,0,0,0
2019-12-21,中国,CN,湖北省,420000,武汉市,420100,18,0,0,0
2019-12-22,中国,CN,,,,,21,0,0,0
2019-12-22,中国,CN,湖北省,420000,,,21,0,0,0
2019-12-22,中国,CN,湖北省,420000,武汉市,420100,21,0,0,0
2019-12-23,中国,CN,,,,,29,0,0,0
2019-12-23,中国,CN,湖北省,420000,,,29,0,0,0
2019-12-23,中国,CN,湖北省,420000,武汉市,420100,29,0,0,0
2019-12-24,中国,CN,,,,,30,0,0,0
2019-12-24,中国,CN,湖北省,420000,,,30,0,0,0
2019-12-24,中国,CN,湖北省,420000,武汉市,420100,30,0,0,0
2019-12-25,中国,CN,,,,,33,0,0,0
2019-12-25,中国,CN,湖北省,420000,,,33,0,0,0
2019-12-25,中国,CN,湖北省,420000,武汉市,420100,33,0,0,0
2019-12-26,中国,CN,,,,,35,0,0,0
2019-12-26,中国,CN,湖北省,420000,,,35,0,0,0
2019-12-26,中国,CN,湖北省,420000,武汉市,420100,35,0,0,0
2019-12-27,中国,CN,,,,,37,0,0,0
2019-12-27,中国,CN,湖北省,420000,,,37,0,0,0
2019-12-27,中国,CN,湖北省,420000,武汉市,420100,37,0,0,0
2019-12-28,中国,CN,,,,,37,0,0,0
2019-12-28,中国,CN,湖北省,420000,,,37,0,0,0
2019-12-28,中国,CN,湖北省,420000,武汉市,420100,37,0,0,0
2019-12-29,中国,CN,,,,,37,0,0,0
2019-12-29,中国,CN,湖北省,420000,,,37,0,0,0
2019-12-29,中国,CN,湖北省,420000,武汉市,420100,37,0,0,0
2019-12-30,中国,CN,,,,,37,0,0,0
2019-12-30,中国,CN,湖北省,420000,,,37,0,0,0
2019-12-30,中国,CN,湖北省,420000,武汉市,420100,37,0,0,0
2019-12-31,中国,CN,,,,,40,0,0,0
2019-12-31,中国,CN,湖北省,420000,,,40,0,0,0
2019-12-31,中国,CN,湖北省,420000,武汉市,420100,40,0,0,0
2020-01-01,中国,CN,,,,,43,0,0,0
2020-01-01,中国,CN,湖北省,420000,,,43,0,0,0
2020-01-01,中国,CN,湖北省,420000,武汉市,420100,43,0,0,0
2020-01-02,中国,CN,,,,,44,0,0,0
2020-01-02,中国,CN,湖北省,420000,,,44,0,0,0
2020-01-02,中国,CN,湖北省,420000,武汉市,420100,44,0,0,0
2020-01-03,中国,CN,,,,,41,0,0,0
2020-01-03,中国,CN,湖北省,420000,,,41,0,0,0
2020-01-03,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
2020-01-04,中国,CN,,,,,41,0,0,0
2020-01-04,中国,CN,湖北省,420000,,,41,0,0,0
2020-01-04,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
2020-01-05,中国,CN,,,,,41,0,0,0
2020-01-05,中国,CN,湖北省,420000,,,41,0,0,0
2020-01-05,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
2020-01-06,中国,CN,,,,,41,0,0,0
2020-01-06,中国,CN,湖北省,420000,,,41,0,0,0
2020-01-06,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
2020-01-07,中国,CN,,,,,41,0,0,0
2020-01-07,中国,CN,湖北省,420000,,,41,0,0,0
2020-01-07,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
2020-01-08,中国,CN,,,,,41,0,0,0
2020-01-08,中国,CN,湖北省,420000,,,41,0,0,0
2020-01-08,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
2020-01-09,中国,CN,,,,,41,0,0,0
2020-01-09,中国,CN,湖北省,420000,,,41,0,0,0
2020-01-09,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
2020-01-10,中国,CN,,,,,41,0,2,1
2020-01-10,中国,CN,湖北省,420000,,,41,0,2,1
2020-01-10,中国,CN,湖北省,420000,武汉市,420100,41,0,2,1
2020-01-11,中国,CN,,,,,41,0,6,1
2020-01-11,中国,CN,湖北省,420000,,,41,0,6,1
2020-01-11,中国,CN,湖北省,420000,武汉市,420100,41,0,6,1
2020-01-12,中国,CN,,,,,41,0,7,1
2020-01-12,中国,CN,湖北省,420000,,,41,0,7,1
2020-01-12,中国,CN,湖北省,420000,武汉市,420100,41,0,7,1
2020-01-13,中国,CN,,,,,41,0,7,1
2020-01-13,中国,CN,湖北省,420000,,,41,0,7,1
2020-01-13,中国,CN,湖北省,420000,武汉市,420100,41,0,7,1
2020-01-14,中国,CN,,,,,41,0,7,1
2020-01-14,中国,CN,湖北省,420000,,,41,0,7,1
2020-01-14,中国,CN,湖北省,420000,武汉市,420100,41,0,7,1
2020-01-15,中国,CN,,,,,41,0,12,2
2020-01-15,中国,CN,湖北省,420000,,,41,0,12,2
2020-01-15,中国,CN,湖北省,420000,武汉市,420100,41,0,12,2
2020-01-16,中国,CN,,,,,45,0,15,2
2020-01-16,中国,CN,湖北省,420000,,,45,0,15,2
2020-01-16,中国,CN,湖北省,420000,武汉市,420100,45,0,15,2
2020-01-16,日本,JP,,,,,1,0,0,0
2020-01-16,泰国,TH,,,,,1,0,0,0
2020-01-17,中国,CN,,,,,62,0,19,2
2020-01-17,中国,CN,湖北省,420000,,,62,0,19,2
2020-01-17,中国,CN,湖北省,420000,武汉市,420100,62,0,19,2
2020-01-18,中国,CN,,,,,198,0,24,3
2020-01-18,中国,CN,湖北省,420000,,,121,0,24,3
2020-01-18,中国,CN,湖北省,420000,武汉市,420100,121,0,24,3
2020-01-19,中国,CN,,,,,275,0,25,4
2020-01-19,中国,CN,湖北省,420000,,,198,0,25,3
2020-01-19,中国,CN,湖北省,420000,武汉市,420100,198,0,25,3
2020-01-19,中国,CN,广东省,440000,,,1,0,0,0
2020-01-19,中国,CN,广东省,440000,深圳市,440300,1,0,0,0
2020-01-20,中国,CN,,,,,291,54,25,6
2020-01-20,中国,CN,北京市,110000,,,5,0,0,0
2020-01-20,中国,CN,吉林省,220000,,,0,1,0,0
2020-01-20,中国,CN,上海市,310000,,,1,0,0,0
2020-01-20,中国,CN,上海市,310000,外地来沪,,1,0,0,0
2020-01-20,中国,CN,浙江省,330000,,,0,16,0,0
2020-01-20,中国,CN,安徽省,340000,,,0,1,0,0
2020-01-20,中国,CN,江西省,360000,,,0,2,0,0
2020-01-20,中国,CN,山东省,370000,,,0,1,0,0
2020-01-20,中国,CN,湖北省,420000,,,270,0,25,6
2020-01-20,中国,CN,广东省,440000,,,14,7,0,0
2020-01-20,中国,CN,广西壮族自治区,450000,,,0,1,0,0
2020-01-20,中国,CN,海南省,460000,,,0,1,0,0
2020-01-20,中国,CN,四川省,510000,,,0,3,0,0
2020-01-20,中国,CN,贵州省,520000,,,0,1,0,0
2020-01-20,中国,CN,云南省,530000,,,0,1,0,0
2020-01-20,中国,CN,宁夏回族自治区,640000,,,0,1,0,0
2020-01-20,日本,JP,,,,,1,0,0,0
2020-01-20,韩国,KR,,,,,1,0,0,0
2020-01-20,泰国,TH,,,,,2,0,0,0
2020-01-21,中国,CN,,,,,440,37,25,9
2020-01-21,中国,CN,北京市,110000,,,10,0,0,0
2020-01-21,中国,CN,北京市,110000,武汉来京,,1,0,0,0
2020-01-21,中国,CN,北京市,110000,西城区,110102,1,0,0,0
2020-01-21,中国,CN,北京市,110000,丰台区,110106,1,0,0,0
2020-01-21,中国,CN,北京市,110000,海淀区,110108,2,0,0,0
2020-01-21,中国,CN,北京市,110000,通州区,110112,1,0,0,0
2020-01-21,中国,CN,北京市,110000,昌平区,110114,2,0,0,0
2020-01-21,中国,CN,北京市,110000,大兴区,110115,2,0,0,0
2020-01-21,中国,CN,天津市,120000,,,2,0,0,0
2020-01-21,中国,CN,山西省,140000,,,0,1,0,0
2020-01-21,中国,CN,吉林省,220000,,,0,1,0,0
2020-01-21,中国,CN,黑龙江省,230000,,,0,1,0,0
2020-01-21,中国,CN,黑龙江省,230000,牡丹江市,231000,0,1,0,0
2020-01-21,中国,CN,上海市,310000,,,6,3,0,0
2020-01-21,中国,CN,浙江省,330000,,,5,0,0,0
2020-01-21,中国,CN,浙江省,330000,杭州市,330100,1,0,0,0
2020-01-21,中国,CN,浙江省,330000,温州市,330300,2,0,0,0
2020-01-21,中国,CN,浙江省,330000,舟山市,330900,1,0,0,0
2020-01-21,中国,CN,浙江省,330000,台州市,331000,1,0,0,0
2020-01-21,中国,CN,安徽省,340000,,,0,1,0,0
2020-01-21,中国,CN,安徽省,340000,合肥市,340100,0,1,0,0
2020-01-21,中国,CN,江西省,360000,,,2,0,0,0
2020-01-21,中国,CN,江西省,360000,萍乡市,360300,1,0,0,0
2020-01-21,中国,CN,江西省,360000,抚州市,361000,1,0,0,0
2020-01-21,中国,CN,山东省,370000,,,1,0,0,0
2020-01-21,中国,CN,山东省,370000,青岛市,370200,1,0,0,0
2020-01-21,中国,CN,河南省,410000,,,1,0,0,0
2020-01-21,中国,CN,河南省,410000,郑州市,410100,1,0,0,0
2020-01-21,中国,CN,湖北省,420000,,,375,0,28,9
2020-01-21,中国,CN,湖南省,430000,,,1,0,0,0
2020-01-21,中国,CN,湖南省,430000,长沙市,430100,1,0,0,0
2020-01-21,中国,CN,广东省,440000,,,26,0,0,0
2020-01-21,中国,CN,广东省,440000,广州市,440100,2,0,0,0
2020-01-21,中国,CN,广东省,440000,韶关市,440200,2,0,0,0
2020-01-21,中国,CN,广东省,440000,深圳市,440300,14,0,0,0
2020-01-21,中国,CN,广东省,440000,珠海市,440400,4,0,0,0
2020-01-21,中国,CN,广东省,440000,佛山市,440600,1,0,0,0
2020-01-21,中国,CN,广东省,440000,湛江市,440800,2,0,0,0
2020-01-21,中国,CN,广东省,440000,惠州市,441300,1,0,0,0
2020-01-21,中国,CN,广西壮族自治区,450000,,,0,2,0,0
2020-01-21,中国,CN,海南省,460000,,,0,1,0,0
2020-01-21,中国,CN,重庆市,500000,,,5,0,0,0
2020-01-21,中国,CN,重庆市,500000,万州区,500101,2,0,0,0
2020-01-21,中国,CN,重庆市,500000,长寿区,500115,1,0,0,0
2020-01-21,中国,CN,重庆市,500000,巫山县,500237,2,0,0,0
2020-01-21,中国,CN,四川省,510000,,,2,5,0,0
2020-01-21,中国,CN,四川省,510000,成都市,510100,1,3,0,0
2020-01-21,中国,CN,四川省,510000,绵阳市,510700,0,2,0,0
2020-01-21,中国,CN,四川省,510000,广安市,511600,1,0,0,0
2020-01-21,中国,CN,贵州省,520000,,,0,1,0,0
2020-01-21,中国,CN,贵州省,520000,贵阳市,520100,0,1,0,0
2020-01-21,中国,CN,云南省,530000,,,1,0,0,0
2020-01-21,中国,CN,宁夏回族自治区,640000,,,0,1,0,0
2020-01-21,日本,JP,,,,,1,0,0,0
2020-01-21,韩国,KR,,,,,1,0,0,0
2020-01-21,泰国,TH,,,,,3,0,0,0
2020-01-22,中国,CN,,,,,571,393,25,17
2020-01-22,中国,CN,北京市,110000,,,14,0,0,0
2020-01-22,中国,CN,北京市,110000,武汉来京,,2,0,0,0
2020-01-22,中国,CN,北京市,110000,西城区,110102,2,0,0,0
2020-01-22,中国,CN,北京市,110000,朝阳区,110105,1,0,0,0
2020-01-22,中国,CN,北京市,110000,丰台区,110106,1,0,0,0
2020-01-22,中国,CN,北京市,110000,石景山区,110107,1,0,0,0
2020-01-22,中国,CN,北京市,110000,海淀区,110108,2,0,0,0
2020-01-22,中国,CN,北京市,110000,通州区,110112,1,0,0,0
2020-01-22,中国,CN,北京市,110000,昌平区,110114,2,0,0,0
2020-01-22,中国,CN,北京市,110000,大兴区,110115,2,0,0,0
2020-01-22,中国,CN,天津市,120000,,,4,0,0,0
2020-01-22,中国,CN,河北省,130000,,,1,0,0,0
2020-01-22,中国,CN,河北省,130000,石家庄市,130100,1,0,0,0
2020-01-22,中国,CN,山西省,140000,,,1,0,0,0
2020-01-22,中国,CN,山西省,140000,太原市,140100,1,0,0,0
2020-01-22,中国,CN,辽宁省,210000,,,2,0,0,0
2020-01-22,中国,CN,辽宁省,210000,沈阳市,210100,1,0,0,0
2020-01-22,中国,CN,辽宁省,210000,大连市,210200,1,0,0,0
2020-01-22,中国,CN,吉林省,220000,,,1,0,0,0
2020-01-22,中国,CN,吉林省,220000,长春市,220100,1,0,0,0
2020-01-22,中国,CN,黑龙江省,230000,,,1,0,0,0
2020-01-22,中国,CN,黑龙江省,230000,牡丹江市,231000,1,0,0,0
2020-01-22,中国,CN,上海市,310000,,,16,22,0,0
2020-01-22,中国,CN,江苏省,320000,,,1,0,0,0
2020-01-22,中国,CN,江苏省,320000,苏州市,320500,1,0,0,0
2020-01-22,中国,CN,浙江省,330000,,,10,0,0,0
2020-01-22,中国,CN,浙江省,330000,杭州市,330100,1,0,0,0
2020-01-22,中国,CN,浙江省,330000,宁波市,330200,3,0,0,0
2020-01-22,中国,CN,浙江省,330000,温州市,330300,4,0,0,0
2020-01-22,中国,CN,浙江省,330000,舟山市,330900,1,0,0,0
2020-01-22,中国,CN,浙江省,330000,台州市,331000,1,0,0,0
2020-01-22,中国,CN,安徽省,340000,,,1,4,0,0
2020-01-22,中国,CN,安徽省,340000,合肥市,340100,1,3,0,0
2020-01-22,中国,CN,安徽省,340000,六安市,341500,0,1,0,0
2020-01-22,中国,CN,福建省,350000,,,1,0,0,0
2020-01-22,中国,CN,福建省,350000,福州市,350100,1,0,0,0
2020-01-22,中国,CN,江西省,360000,,,3,0,0,0
2020-01-22,中国,CN,江西省,360000,南昌市,360100,1,0,0,0
2020-01-22,中国,CN,江西省,360000,萍乡市,360300,1,0,0,0
2020-01-22,中国,CN,江西省,360000,抚州市,361000,1,0,0,0
2020-01-22,中国,CN,山东省,370000,,,6,0,0,0
2020-01-22,中国,CN,山东省,370000,青岛市,370200,3,0,0,0
2020-01-22,中国,CN,山东省,370000,威海市,371000,1,0,0,0
2020-01-22,中国,CN,山东省,370000,临沂市,371300,2,0,0,0
2020-01-22,中国,CN,河南省,410000,,,5,0,0,0
2020-01-22,中国,CN,河南省,410000,郑州市,410100,2,0,0,0
2020-01-22,中国,CN,河南省,410000,巩义市,410181,1,0,0,0
2020-01-22,中国,CN,河南省,410000,洛阳市,410300,1,0,0,0
2020-01-22,中国,CN,河南省,410000,三门峡市,411200,1,0,0,0
2020-01-22,中国,CN,湖北省,420000,,,444,0,28,17
2020-01-22,中国,CN,湖南省,430000,,,4,0,0,0
2020-01-22,中国,CN,湖南省,430000,长沙市,430100,1,0,0,0
2020-01-22,中国,CN,湖南省,430000,怀化市,431200,3,0,0,0
2020-01-22,中国,CN,广东省,440000,,,32,0,0,0
2020-01-22,中国,CN,广东省,440000,广州市,440100,5,0,0,0
2020-01-22,中国,CN,广东省,440000,韶关市,440200,2,0,0,0
2020-01-22,中国,CN,广东省,440000,深圳市,440300,15,0,0,0
2020-01-22,中国,CN,广东省,440000,珠海市,440400,4,0,0,0
2020-01-22,中国,CN,广东省,440000,佛山市,440600,1,0,0,0
2020-01-22,中国,CN,广东省,440000,湛江市,440800,2,0,0,0
2020-01-22,中国,CN,广东省,440000,肇庆市,441200,1,0,0,0
2020-01-22,中国,CN,广东省,440000,惠州市,441300,1,0,0,0
2020-01-22,中国,CN,广东省,440000,中山市,442000,1,0,0,0
2020-01-22,中国,CN,广西壮族自治区,450000,,,2,1,0,0
2020-01-22,中国,CN,广西壮族自治区,450000,柳州市,450200,0,1,0,0
2020-01-22,中国,CN,广西壮族自治区,450000,梧州市,450400,1,0,0,0
2020-01-22,中国,CN,广西壮族自治区,450000,北海市,450500,1,0,0,0
2020-01-22,中国,CN,海南省,460000,,,5,32,0,0
2020-01-22,中国,CN,海南省,460000,海口市,460100,1,10,0,0
2020-01-22,中国,CN,海南省,460000,三亚市,460200,2,8,0,0
2020-01-22,中国,CN,海南省,460000,儋州市,460400,0,3,0,0
2020-01-22,中国,CN,海南省,460000,五指山市,469001,0,2,0,0
2020-01-22,中国,CN,海南省,460000,琼海市,469002,0,1,0,0
2020-01-22,中国,CN,海南省,460000,文昌市,469005,0,1,0,0
2020-01-22,中国,CN,海南省,460000,万宁市,469006,1,1,0,0
2020-01-22,中国,CN,海南省,460000,东方市,469007,0,1,0,0
2020-01-22,中国,CN,海南省,460000,临高县,469024,1,2,0,0
2020-01-22,中国,CN,海南省,460000,昌江黎族自治县,469026,0,2,0,0
2020-01-22,中国,CN,海南省,460000,琼中黎族苗族自治县,469030,0,1,0,0
2020-01-22,中国,CN,重庆市,500000,,,9,0,0,0
2020-01-22,中国,CN,重庆市,500000,万州区,500101,2,0,0,0
2020-01-22,中国,CN,重庆市,500000,涪陵区,500102,1,0,0,0
2020-01-22,中国,CN,重庆市,500000,长寿区,500115,1,0,0,0
2020-01-22,中国,CN,重庆市,500000,永川区,500118,2,0,0,0
2020-01-22,中国,CN,重庆市,500000,垫江县,500231,1,0,0,0
2020-01-22,中国,CN,重庆市,500000,巫山县,500237,2,0,0,0
2020-01-22,中国,CN,四川省,510000,,,5,2,0,0
2020-01-22,中国,CN,四川省,510000,成都市,510100,2,2,0,0
2020-01-22,中国,CN,四川省,510000,绵阳市,510700,2,0,0,0
2020-01-22,中国,CN,四川省,510000,广安市,511600,1,0,0,0
2020-01-22,中国,CN,贵州省,520000,,,3,0,0,0
2020-01-22,中国,CN,贵州省,520000,贵阳市,520100,1,0,0,0
2020-01-22,中国,CN,贵州省,520000,铜仁市,520600,1,0,0,0
2020-01-22,中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,1,0,0,0
2020-01-22,中国,CN,陕西省,610000,,,4,0,0,0
2020-01-22,中国,CN,陕西省,610000,西安市,610100,2,0,0,0
2020-01-22,中国,CN,陕西省,610000,咸阳市,610400,1,0,0,0
2020-01-22,中国,CN,陕西省,610000,延安市,610600,1,0,0,0
2020-01-22,中国,CN,宁夏回族自治区,640000,,,1,0,0,0
2020-01-22,中国,CN,宁夏回族自治区,640000,银川市,640100,1,0,0,0
2020-01-22,中国,CN,台湾省,710000,,,1,0,0,0
2020-01-22,中国,CN,香港特别行政区,810000,,,1,0,0,0
2020-01-22,中国,CN,澳门特别行政区,820000,,,1,0,0,0
2020-01-22,日本,JP,,,,,1,0,0,0
2020-01-22,韩国,KR,,,,,1,0,0,0
2020-01-22,泰国,TH,,,,,3,0,0,0
2020-01-22,美国,US,,,,,1,0,0,0
2020-01-23,中国,CN,,,,,830,1072,34,25
2020-01-23,中国,CN,北京市,110000,,,22,0,0,0
2020-01-23,中国,CN,北京市,110000,外地来京,,6,0,0,0
2020-01-23,中国,CN,北京市,110000,西城区,110102,3,0,0,0
2020-01-23,中国,CN,北京市,110000,朝阳区,110105,2,0,0,0
2020-01-23,中国,CN,北京市,110000,丰台区,110106,1,0,0,0
2020-01-23,中国,CN,北京市,110000,石景山区,110107,1,0,0,0
2020-01-23,中国,CN,北京市,110000,海淀区,110108,3,0,0,0
2020-01-23,中国,CN,北京市,110000,通州区,110112,2,0,0,0
2020-01-23,中国,CN,北京市,110000,昌平区,110114,2,0,0,0
2020-01-23,中国,CN,北京市,110000,大兴区,110115,2,0,0,0
2020-01-23,中国,CN,天津市,120000,,,5,0,0,0
2020-01-23,中国,CN,河北省,130000,,,2,0,0,1
2020-01-23,中国,CN,河北省,130000,石家庄市,130100,1,0,0,0
2020-01-23,中国,CN,河北省,130000,沧州市,130900,1,0,0,1
2020-01-23,中国,CN,山西省,140000,,,1,0,0,0
2020-01-23,中国,CN,山西省,140000,太原市,140100,1,0,0,0
2020-01-23,中国,CN,内蒙古自治区,150000,,,1,2,0,0
2020-01-23,中国,CN,内蒙古自治区,150000,呼伦贝尔市,150700,1,0,0,0
2020-01-23,中国,CN,内蒙古自治区,150000,锡林郭勒盟,152500,0,2,0,0
2020-01-23,中国,CN,辽宁省,210000,,,4,0,0,0
2020-01-23,中国,CN,辽宁省,210000,沈阳市,210100,2,0,0,0
2020-01-23,中国,CN,辽宁省,210000,大连市,210200,1,0,0,0
2020-01-23,中国,CN,辽宁省,210000,朝阳市,211300,1,0,0,0
2020-01-23,中国,CN,吉林省,220000,,,3,0,0,0
2020-01-23,中国,CN,吉林省,220000,长春市,220100,1,0,0,0
2020-01-23,中国,CN,吉林省,220000,吉林市,220200,1,0,0,0
2020-01-23,中国,CN,吉林省,220000,松原市,220700,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000,,,4,0,0,1
2020-01-23,中国,CN,黑龙江省,230000,哈尔滨市,230100,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000,大庆市,230600,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000,牡丹江市,231000,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000,绥化市,231200,1,0,0,1
2020-01-23,中国,CN,上海市,310000,,,20,34,0,0
2020-01-23,中国,CN,江苏省,320000,,,9,0,0,0
2020-01-23,中国,CN,江苏省,320000,南京市,320100,3,0,0,0
2020-01-23,中国,CN,江苏省,320000,无锡市,320200,1,0,0,0
2020-01-23,中国,CN,江苏省,320000,苏州市,320500,2,0,0,0
2020-01-23,中国,CN,江苏省,320000,南通市,320600,1,0,0,0
2020-01-23,中国,CN,江苏省,320000,连云港市,320700,1,0,0,0
2020-01-23,中国,CN,江苏省,320000,扬州市,321000,1,0,0,0
2020-01-23,中国,CN,浙江省,330000,,,43,0,1,0
2020-01-23,中国,CN,浙江省,330000,杭州市,330100,6,0,0,0
2020-01-23,中国,CN,浙江省,330000,宁波市,330200,5,0,0,0
2020-01-23,中国,CN,浙江省,330000,温州市,330300,1,0,1,0
2020-01-23,中国,CN,浙江省,330000,嘉兴市,330400,1,0,0,0
2020-01-23,中国,CN,浙江省,330000,绍兴市,330600,1,0,0,0
2020-01-23,中国,CN,浙江省,330000,金华市,330700,1,0,0,0
2020-01-23,中国,CN,浙江省,330000,衢州市,330800,2,0,0,0
2020-01-23,中国,CN,浙江省,330000,舟山市,330900,1,0,0,0
2020-01-23,中国,CN,浙江省,330000,台州市,331000,4,0,0,0
2020-01-23,中国,CN,安徽省,340000,,,15,0,0,0
2020-01-23,中国,CN,安徽省,340000,合肥市,340100,6,0,0,0
2020-01-23,中国,CN,安徽省,340000,蚌埠市,340300,1,0,0,0
2020-01-23,中国,CN,安徽省,340000,安庆市,340800,1,0,0,0
2020-01-23,中国,CN,安徽省,340000,滁州市,341100,1,0,0,0
2020-01-23,中国,CN,安徽省,340000,阜阳市,341200,2,0,0,0
2020-01-23,中国,CN,安徽省,340000,六安市,341500,2,0,0,0
2020-01-23,中国,CN,安徽省,340000,亳州市,341600,1,0,0,0
2020-01-23,中国,CN,安徽省,340000,池州市,341700,1,0,0,0
2020-01-23,中国,CN,福建省,350000,,,4,0,0,0
2020-01-23,中国,CN,福建省,350000,福州市,350100,1,0,0,0
2020-01-23,中国,CN,福建省,350000,厦门市,350200,1,0,0,0
2020-01-23,中国,CN,福建省,350000,泉州市,350500,1,0,0,0
2020-01-23,中国,CN,福建省,350000,宁德市,350900,1,0,0,0
2020-01-23,中国,CN,江西省,360000,,,7,0,0,0
2020-01-23,中国,CN,江西省,360000,南昌市,360100,2,0,0,0
2020-01-23,中国,CN,江西省,360000,萍乡市,360300,1,0,0,0
2020-01-23,中国,CN,江西省,360000,九江市,360400,1,0,0,0
2020-01-23,中国,CN,江西省,360000,新余市,360500,1,0,0,0
2020-01-23,中国,CN,江西省,360000,吉安市,360800,1,0,0,0
2020-01-23,中国,CN,江西省,360000,抚州市,361000,1,0,0,0
2020-01-23,中国,CN,山东省,370000,,,9,0,0,0
2020-01-23,中国,CN,山东省,370000,青岛市,370200,3,0,0,0
2020-01-23,中国,CN,山东省,370000,潍坊市,370700,1,0,0,0
2020-01-23,中国,CN,山东省,370000,威海市,371000,2,0,0,0
2020-01-23,中国,CN,山东省,370000,日照市,371100,1,0,0,0
2020-01-23,中国,CN,山东省,370000,临沂市,371300,2,0,0,0
2020-01-23,中国,CN,河南省,410000,,,9,0,0,0
2020-01-23,中国,CN,河南省,410000,郑州市,410100,3,0,0,0
2020-01-23,中国,CN,河南省,410000,巩义市,410181,2,0,0,0
